label,image
0,D:\prg\dataset\result\0\259-frame.png
0,D:\prg\dataset\result\0\26-frame.png
0,D:\prg\dataset\result\0\260-frame.png
0,D:\prg\dataset\result\0\261-frame.png
0,D:\prg\dataset\result\0\262-frame.png
0,D:\prg\dataset\result\0\263-frame.png
0,D:\prg\dataset\result\0\264-frame.png
0,D:\prg\dataset\result\0\265-frame.png
0,D:\prg\dataset\result\0\266-frame.png
0,D:\prg\dataset\result\0\267-frame.png
0,D:\prg\dataset\result\0\268-frame.png
0,D:\prg\dataset\result\0\269-frame.png
0,D:\prg\dataset\result\0\27-frame.png
0,D:\prg\dataset\result\0\270-frame.png
0,D:\prg\dataset\result\0\271-frame.png
0,D:\prg\dataset\result\0\272-frame.png
0,D:\prg\dataset\result\0\273-frame.png
0,D:\prg\dataset\result\0\274-frame.png
0,D:\prg\dataset\result\0\275-frame.png
0,D:\prg\dataset\result\0\276-frame.png
0,D:\prg\dataset\result\0\277-frame.png
0,D:\prg\dataset\result\0\278-frame.png
0,D:\prg\dataset\result\0\279-frame.png
0,D:\prg\dataset\result\0\28-frame.png
0,D:\prg\dataset\result\0\280-frame.png
0,D:\prg\dataset\result\0\281-frame.png
0,D:\prg\dataset\result\0\282-frame.png
0,D:\prg\dataset\result\0\283-frame.png
0,D:\prg\dataset\result\0\284-frame.png
0,D:\prg\dataset\result\0\285-frame.png
0,D:\prg\dataset\result\0\286-frame.png
0,D:\prg\dataset\result\0\287-frame.png
0,D:\prg\dataset\result\0\288-frame.png
0,D:\prg\dataset\result\0\289-frame.png
0,D:\prg\dataset\result\0\29-frame.png
0,D:\prg\dataset\result\0\290-frame.png
0,D:\prg\dataset\result\0\291-frame.png
0,D:\prg\dataset\result\0\292-frame.png
0,D:\prg\dataset\result\0\293-frame.png
0,D:\prg\dataset\result\0\294-frame.png
0,D:\prg\dataset\result\0\295-frame.png
0,D:\prg\dataset\result\0\296-frame.png
0,D:\prg\dataset\result\0\297-frame.png
0,D:\prg\dataset\result\0\298-frame.png
0,D:\prg\dataset\result\0\299-frame.png
0,D:\prg\dataset\result\0\3-frame.png
0,D:\prg\dataset\result\0\30-frame.png
0,D:\prg\dataset\result\0\300-frame.png
0,D:\prg\dataset\result\0\301-frame.png
0,D:\prg\dataset\result\0\302-frame.png
0,D:\prg\dataset\result\0\303-frame.png
0,D:\prg\dataset\result\0\304-frame.png
0,D:\prg\dataset\result\0\305-frame.png
0,D:\prg\dataset\result\0\306-frame.png
0,D:\prg\dataset\result\0\307-frame.png
0,D:\prg\dataset\result\0\308-frame.png
0,D:\prg\dataset\result\0\309-frame.png
0,D:\prg\dataset\result\0\31-frame.png
0,D:\prg\dataset\result\0\310-frame.png
0,D:\prg\dataset\result\0\311-frame.png
0,D:\prg\dataset\result\0\312-frame.png
0,D:\prg\dataset\result\0\313-frame.png
0,D:\prg\dataset\result\0\314-frame.png
0,D:\prg\dataset\result\0\315-frame.png
0,D:\prg\dataset\result\0\316-frame.png
0,D:\prg\dataset\result\0\317-frame.png
0,D:\prg\dataset\result\0\318-frame.png
0,D:\prg\dataset\result\0\319-frame.png
0,D:\prg\dataset\result\0\32-frame.png
0,D:\prg\dataset\result\0\320-frame.png
0,D:\prg\dataset\result\0\321-frame.png
0,D:\prg\dataset\result\0\322-frame.png
0,D:\prg\dataset\result\0\323-frame.png
0,D:\prg\dataset\result\0\324-frame.png
0,D:\prg\dataset\result\0\325-frame.png
0,D:\prg\dataset\result\0\326-frame.png
0,D:\prg\dataset\result\0\327-frame.png
0,D:\prg\dataset\result\0\328-frame.png
0,D:\prg\dataset\result\0\329-frame.png
0,D:\prg\dataset\result\0\33-frame.png
0,D:\prg\dataset\result\0\330-frame.png
0,D:\prg\dataset\result\0\331-frame.png
0,D:\prg\dataset\result\0\332-frame.png
0,D:\prg\dataset\result\0\333-frame.png
0,D:\prg\dataset\result\0\334-frame.png
0,D:\prg\dataset\result\0\335-frame.png
0,D:\prg\dataset\result\0\336-frame.png
0,D:\prg\dataset\result\0\337-frame.png
0,D:\prg\dataset\result\0\338-frame.png
0,D:\prg\dataset\result\0\339-frame.png
0,D:\prg\dataset\result\0\34-frame.png
0,D:\prg\dataset\result\0\340-frame.png
0,D:\prg\dataset\result\0\341-frame.png
0,D:\prg\dataset\result\0\342-frame.png
0,D:\prg\dataset\result\0\343-frame.png
0,D:\prg\dataset\result\0\344-frame.png
0,D:\prg\dataset\result\0\345-frame.png
0,D:\prg\dataset\result\0\346-frame.png
0,D:\prg\dataset\result\0\347-frame.png
0,D:\prg\dataset\result\0\348-frame.png
0,D:\prg\dataset\result\0\349-frame.png
0,D:\prg\dataset\result\0\35-frame.png
0,D:\prg\dataset\result\0\350-frame.png
0,D:\prg\dataset\result\0\351-frame.png
0,D:\prg\dataset\result\0\352-frame.png
0,D:\prg\dataset\result\0\353-frame.png
0,D:\prg\dataset\result\0\354-frame.png
0,D:\prg\dataset\result\0\355-frame.png
0,D:\prg\dataset\result\0\356-frame.png
0,D:\prg\dataset\result\0\357-frame.png
0,D:\prg\dataset\result\0\358-frame.png
0,D:\prg\dataset\result\0\359-frame.png
0,D:\prg\dataset\result\0\36-frame.png
0,D:\prg\dataset\result\0\360-frame.png
0,D:\prg\dataset\result\0\361-frame.png
0,D:\prg\dataset\result\0\362-frame.png
0,D:\prg\dataset\result\0\363-frame.png
0,D:\prg\dataset\result\0\364-frame.png
0,D:\prg\dataset\result\0\365-frame.png
0,D:\prg\dataset\result\0\366-frame.png
0,D:\prg\dataset\result\0\367-frame.png
0,D:\prg\dataset\result\0\368-frame.png
0,D:\prg\dataset\result\0\369-frame.png
0,D:\prg\dataset\result\0\37-frame.png
0,D:\prg\dataset\result\0\370-frame.png
0,D:\prg\dataset\result\0\371-frame.png
0,D:\prg\dataset\result\0\372-frame.png
0,D:\prg\dataset\result\0\373-frame.png
0,D:\prg\dataset\result\0\374-frame.png
0,D:\prg\dataset\result\0\375-frame.png
0,D:\prg\dataset\result\0\376-frame.png
0,D:\prg\dataset\result\0\377-frame.png
0,D:\prg\dataset\result\0\378-frame.png
0,D:\prg\dataset\result\0\379-frame.png
0,D:\prg\dataset\result\0\38-frame.png
0,D:\prg\dataset\result\0\380-frame.png
0,D:\prg\dataset\result\0\381-frame.png
0,D:\prg\dataset\result\0\382-frame.png
0,D:\prg\dataset\result\0\383-frame.png
0,D:\prg\dataset\result\0\384-frame.png
0,D:\prg\dataset\result\0\385-frame.png
0,D:\prg\dataset\result\0\386-frame.png
0,D:\prg\dataset\result\0\387-frame.png
0,D:\prg\dataset\result\0\388-frame.png
0,D:\prg\dataset\result\0\389-frame.png
0,D:\prg\dataset\result\0\39-frame.png
0,D:\prg\dataset\result\0\390-frame.png
0,D:\prg\dataset\result\0\391-frame.png
0,D:\prg\dataset\result\0\392-frame.png
0,D:\prg\dataset\result\0\393-frame.png
0,D:\prg\dataset\result\0\394-frame.png
0,D:\prg\dataset\result\0\395-frame.png
0,D:\prg\dataset\result\0\396-frame.png
0,D:\prg\dataset\result\0\397-frame.png
0,D:\prg\dataset\result\0\398-frame.png
0,D:\prg\dataset\result\0\399-frame.png
0,D:\prg\dataset\result\0\4-frame.png
0,D:\prg\dataset\result\0\40-frame.png
0,D:\prg\dataset\result\0\400-frame.png
0,D:\prg\dataset\result\0\401-frame.png
0,D:\prg\dataset\result\0\402-frame.png
0,D:\prg\dataset\result\0\403-frame.png
0,D:\prg\dataset\result\0\404-frame.png
0,D:\prg\dataset\result\0\405-frame.png
0,D:\prg\dataset\result\0\406-frame.png
0,D:\prg\dataset\result\0\407-frame.png
0,D:\prg\dataset\result\0\408-frame.png
0,D:\prg\dataset\result\0\409-frame.png
0,D:\prg\dataset\result\0\41-frame.png
0,D:\prg\dataset\result\0\410-frame.png
0,D:\prg\dataset\result\0\411-frame.png
0,D:\prg\dataset\result\0\412-frame.png
0,D:\prg\dataset\result\0\413-frame.png
0,D:\prg\dataset\result\0\414-frame.png
0,D:\prg\dataset\result\0\415-frame.png
0,D:\prg\dataset\result\0\416-frame.png
0,D:\prg\dataset\result\0\417-frame.png
0,D:\prg\dataset\result\0\418-frame.png
0,D:\prg\dataset\result\0\419-frame.png
0,D:\prg\dataset\result\0\42-frame.png
0,D:\prg\dataset\result\0\420-frame.png
0,D:\prg\dataset\result\0\421-frame.png
0,D:\prg\dataset\result\0\422-frame.png
0,D:\prg\dataset\result\0\423-frame.png
0,D:\prg\dataset\result\0\424-frame.png
0,D:\prg\dataset\result\0\425-frame.png
0,D:\prg\dataset\result\0\426-frame.png
0,D:\prg\dataset\result\0\427-frame.png
0,D:\prg\dataset\result\0\428-frame.png
0,D:\prg\dataset\result\0\429-frame.png
0,D:\prg\dataset\result\0\43-frame.png
0,D:\prg\dataset\result\0\430-frame.png
0,D:\prg\dataset\result\0\431-frame.png
0,D:\prg\dataset\result\0\432-frame.png
0,D:\prg\dataset\result\0\433-frame.png
0,D:\prg\dataset\result\0\434-frame.png
0,D:\prg\dataset\result\0\435-frame.png
0,D:\prg\dataset\result\0\436-frame.png
0,D:\prg\dataset\result\0\437-frame.png
0,D:\prg\dataset\result\0\438-frame.png
0,D:\prg\dataset\result\0\439-frame.png
0,D:\prg\dataset\result\0\44-frame.png
0,D:\prg\dataset\result\0\440-frame.png
0,D:\prg\dataset\result\0\441-frame.png
0,D:\prg\dataset\result\0\442-frame.png
0,D:\prg\dataset\result\0\443-frame.png
0,D:\prg\dataset\result\0\444-frame.png
0,D:\prg\dataset\result\0\445-frame.png
0,D:\prg\dataset\result\0\446-frame.png
0,D:\prg\dataset\result\0\447-frame.png
0,D:\prg\dataset\result\0\448-frame.png
0,D:\prg\dataset\result\0\449-frame.png
0,D:\prg\dataset\result\0\45-frame.png
0,D:\prg\dataset\result\0\450-frame.png
0,D:\prg\dataset\result\0\451-frame.png
0,D:\prg\dataset\result\0\452-frame.png
0,D:\prg\dataset\result\0\453-frame.png
0,D:\prg\dataset\result\0\454-frame.png
0,D:\prg\dataset\result\0\455-frame.png
0,D:\prg\dataset\result\0\456-frame.png
0,D:\prg\dataset\result\0\457-frame.png
0,D:\prg\dataset\result\0\458-frame.png
0,D:\prg\dataset\result\0\459-frame.png
0,D:\prg\dataset\result\0\46-frame.png
0,D:\prg\dataset\result\0\460-frame.png
0,D:\prg\dataset\result\0\461-frame.png
0,D:\prg\dataset\result\0\462-frame.png
0,D:\prg\dataset\result\0\463-frame.png
0,D:\prg\dataset\result\0\464-frame.png
0,D:\prg\dataset\result\0\465-frame.png
0,D:\prg\dataset\result\0\466-frame.png
0,D:\prg\dataset\result\0\467-frame.png
0,D:\prg\dataset\result\0\468-frame.png
0,D:\prg\dataset\result\0\469-frame.png
0,D:\prg\dataset\result\0\47-frame.png
0,D:\prg\dataset\result\0\470-frame.png
0,D:\prg\dataset\result\0\471-frame.png
0,D:\prg\dataset\result\0\472-frame.png
0,D:\prg\dataset\result\0\473-frame.png
0,D:\prg\dataset\result\0\474-frame.png
0,D:\prg\dataset\result\0\475-frame.png
0,D:\prg\dataset\result\0\476-frame.png
0,D:\prg\dataset\result\0\477-frame.png
0,D:\prg\dataset\result\0\478-frame.png
0,D:\prg\dataset\result\0\479-frame.png
0,D:\prg\dataset\result\0\48-frame.png
0,D:\prg\dataset\result\0\480-frame.png
0,D:\prg\dataset\result\0\481-frame.png
0,D:\prg\dataset\result\0\482-frame.png
0,D:\prg\dataset\result\0\483-frame.png
0,D:\prg\dataset\result\0\484-frame.png
0,D:\prg\dataset\result\0\485-frame.png
0,D:\prg\dataset\result\0\486-frame.png
0,D:\prg\dataset\result\0\487-frame.png
0,D:\prg\dataset\result\0\488-frame.png
0,D:\prg\dataset\result\0\489-frame.png
0,D:\prg\dataset\result\0\49-frame.png
0,D:\prg\dataset\result\0\490-frame.png
0,D:\prg\dataset\result\0\491-frame.png
0,D:\prg\dataset\result\0\492-frame.png
0,D:\prg\dataset\result\0\493-frame.png
0,D:\prg\dataset\result\0\494-frame.png
0,D:\prg\dataset\result\0\495-frame.png
0,D:\prg\dataset\result\0\496-frame.png
0,D:\prg\dataset\result\0\497-frame.png
0,D:\prg\dataset\result\0\498-frame.png
0,D:\prg\dataset\result\0\499-frame.png
0,D:\prg\dataset\result\0\5-frame.png
0,D:\prg\dataset\result\0\50-frame.png
0,D:\prg\dataset\result\0\500-frame.png
0,D:\prg\dataset\result\0\501-frame.png
0,D:\prg\dataset\result\0\502-frame.png
0,D:\prg\dataset\result\0\503-frame.png
0,D:\prg\dataset\result\0\504-frame.png
0,D:\prg\dataset\result\0\505-frame.png
0,D:\prg\dataset\result\0\506-frame.png
0,D:\prg\dataset\result\0\507-frame.png
0,D:\prg\dataset\result\0\508-frame.png
0,D:\prg\dataset\result\0\509-frame.png
0,D:\prg\dataset\result\0\51-frame.png
0,D:\prg\dataset\result\0\510-frame.png
0,D:\prg\dataset\result\0\511-frame.png
0,D:\prg\dataset\result\0\512-frame.png
0,D:\prg\dataset\result\0\513-frame.png
0,D:\prg\dataset\result\0\514-frame.png
0,D:\prg\dataset\result\0\515-frame.png
0,D:\prg\dataset\result\0\516-frame.png
0,D:\prg\dataset\result\0\517-frame.png
0,D:\prg\dataset\result\0\518-frame.png
0,D:\prg\dataset\result\0\519-frame.png
0,D:\prg\dataset\result\0\52-frame.png
0,D:\prg\dataset\result\0\520-frame.png
0,D:\prg\dataset\result\0\521-frame.png
0,D:\prg\dataset\result\0\522-frame.png
0,D:\prg\dataset\result\0\523-frame.png
0,D:\prg\dataset\result\0\524-frame.png
0,D:\prg\dataset\result\0\525-frame.png
0,D:\prg\dataset\result\0\526-frame.png
0,D:\prg\dataset\result\0\527-frame.png
0,D:\prg\dataset\result\0\528-frame.png
0,D:\prg\dataset\result\0\529-frame.png
0,D:\prg\dataset\result\0\53-frame.png
0,D:\prg\dataset\result\0\530-frame.png
0,D:\prg\dataset\result\0\531-frame.png
0,D:\prg\dataset\result\0\532-frame.png
0,D:\prg\dataset\result\0\533-frame.png
0,D:\prg\dataset\result\0\534-frame.png
0,D:\prg\dataset\result\0\535-frame.png
0,D:\prg\dataset\result\0\536-frame.png
0,D:\prg\dataset\result\0\537-frame.png
0,D:\prg\dataset\result\0\538-frame.png
0,D:\prg\dataset\result\0\539-frame.png
0,D:\prg\dataset\result\0\54-frame.png
0,D:\prg\dataset\result\0\540-frame.png
0,D:\prg\dataset\result\0\541-frame.png
0,D:\prg\dataset\result\0\542-frame.png
0,D:\prg\dataset\result\0\543-frame.png
0,D:\prg\dataset\result\0\544-frame.png
0,D:\prg\dataset\result\0\545-frame.png
0,D:\prg\dataset\result\0\546-frame.png
0,D:\prg\dataset\result\0\547-frame.png
0,D:\prg\dataset\result\0\548-frame.png
0,D:\prg\dataset\result\0\549-frame.png
0,D:\prg\dataset\result\0\55-frame.png
0,D:\prg\dataset\result\0\550-frame.png
0,D:\prg\dataset\result\0\551-frame.png
0,D:\prg\dataset\result\0\552-frame.png
0,D:\prg\dataset\result\0\553-frame.png
0,D:\prg\dataset\result\0\554-frame.png
0,D:\prg\dataset\result\0\555-frame.png
0,D:\prg\dataset\result\0\556-frame.png
0,D:\prg\dataset\result\0\557-frame.png
0,D:\prg\dataset\result\0\558-frame.png
0,D:\prg\dataset\result\0\559-frame.png
0,D:\prg\dataset\result\0\56-frame.png
0,D:\prg\dataset\result\0\560-frame.png
0,D:\prg\dataset\result\0\561-frame.png
0,D:\prg\dataset\result\0\562-frame.png
0,D:\prg\dataset\result\0\563-frame.png
0,D:\prg\dataset\result\0\564-frame.png
0,D:\prg\dataset\result\0\565-frame.png
0,D:\prg\dataset\result\0\566-frame.png
0,D:\prg\dataset\result\0\567-frame.png
0,D:\prg\dataset\result\0\568-frame.png
0,D:\prg\dataset\result\0\569-frame.png
0,D:\prg\dataset\result\0\57-frame.png
0,D:\prg\dataset\result\0\570-frame.png
0,D:\prg\dataset\result\0\571-frame.png
0,D:\prg\dataset\result\0\572-frame.png
0,D:\prg\dataset\result\0\573-frame.png
0,D:\prg\dataset\result\0\574-frame.png
0,D:\prg\dataset\result\0\575-frame.png
0,D:\prg\dataset\result\0\576-frame.png
0,D:\prg\dataset\result\0\577-frame.png
0,D:\prg\dataset\result\0\578-frame.png
0,D:\prg\dataset\result\0\579-frame.png
0,D:\prg\dataset\result\0\58-frame.png
0,D:\prg\dataset\result\0\580-frame.png
0,D:\prg\dataset\result\0\581-frame.png
0,D:\prg\dataset\result\0\582-frame.png
0,D:\prg\dataset\result\0\583-frame.png
0,D:\prg\dataset\result\0\584-frame.png
0,D:\prg\dataset\result\0\585-frame.png
0,D:\prg\dataset\result\0\586-frame.png
0,D:\prg\dataset\result\0\587-frame.png
0,D:\prg\dataset\result\0\588-frame.png
0,D:\prg\dataset\result\0\589-frame.png
0,D:\prg\dataset\result\0\59-frame.png
0,D:\prg\dataset\result\0\590-frame.png
0,D:\prg\dataset\result\0\591-frame.png
0,D:\prg\dataset\result\0\592-frame.png
0,D:\prg\dataset\result\0\593-frame.png
0,D:\prg\dataset\result\0\594-frame.png
0,D:\prg\dataset\result\0\595-frame.png
0,D:\prg\dataset\result\0\596-frame.png
0,D:\prg\dataset\result\0\597-frame.png
0,D:\prg\dataset\result\0\598-frame.png
0,D:\prg\dataset\result\0\599-frame.png
0,D:\prg\dataset\result\0\6-frame.png
0,D:\prg\dataset\result\0\60-frame.png
0,D:\prg\dataset\result\0\600-frame.png
0,D:\prg\dataset\result\0\601-frame.png
0,D:\prg\dataset\result\0\602-frame.png
0,D:\prg\dataset\result\0\603-frame.png
0,D:\prg\dataset\result\0\604-frame.png
0,D:\prg\dataset\result\0\605-frame.png
0,D:\prg\dataset\result\0\606-frame.png
0,D:\prg\dataset\result\0\607-frame.png
0,D:\prg\dataset\result\0\608-frame.png
0,D:\prg\dataset\result\0\609-frame.png
0,D:\prg\dataset\result\0\61-frame.png
0,D:\prg\dataset\result\0\610-frame.png
0,D:\prg\dataset\result\0\611-frame.png
0,D:\prg\dataset\result\0\612-frame.png
0,D:\prg\dataset\result\0\613-frame.png
0,D:\prg\dataset\result\0\614-frame.png
0,D:\prg\dataset\result\0\615-frame.png
0,D:\prg\dataset\result\0\616-frame.png
0,D:\prg\dataset\result\0\617-frame.png
0,D:\prg\dataset\result\0\618-frame.png
0,D:\prg\dataset\result\0\619-frame.png
0,D:\prg\dataset\result\0\62-frame.png
0,D:\prg\dataset\result\0\620-frame.png
0,D:\prg\dataset\result\0\621-frame.png
0,D:\prg\dataset\result\0\622-frame.png
0,D:\prg\dataset\result\0\623-frame.png
0,D:\prg\dataset\result\0\624-frame.png
0,D:\prg\dataset\result\0\625-frame.png
0,D:\prg\dataset\result\0\626-frame.png
0,D:\prg\dataset\result\0\627-frame.png
0,D:\prg\dataset\result\0\628-frame.png
0,D:\prg\dataset\result\0\629-frame.png
0,D:\prg\dataset\result\0\63-frame.png
0,D:\prg\dataset\result\0\630-frame.png
0,D:\prg\dataset\result\0\631-frame.png
0,D:\prg\dataset\result\0\632-frame.png
0,D:\prg\dataset\result\0\633-frame.png
0,D:\prg\dataset\result\0\634-frame.png
0,D:\prg\dataset\result\0\635-frame.png
0,D:\prg\dataset\result\0\636-frame.png
0,D:\prg\dataset\result\0\637-frame.png
0,D:\prg\dataset\result\0\638-frame.png
0,D:\prg\dataset\result\0\639-frame.png
0,D:\prg\dataset\result\0\64-frame.png
0,D:\prg\dataset\result\0\640-frame.png
0,D:\prg\dataset\result\0\641-frame.png
0,D:\prg\dataset\result\0\642-frame.png
0,D:\prg\dataset\result\0\643-frame.png
0,D:\prg\dataset\result\0\644-frame.png
0,D:\prg\dataset\result\0\645-frame.png
0,D:\prg\dataset\result\0\646-frame.png
